FAM_PROF;COD_C;DEN_C;NIVEL;COD_ECP;DEN_ECP
Industrias Alimentarias;INAJ0109;Pescadería y elaboración de productos de la pesca y acuicultura;2;UC0319_2;Elaborar masas, pastas, congelados y platos cocinados o precocinados con base de pescado o marisco, garantizando la calidad e higiene de los productos
Industrias Alimentarias;INAK0109;Obtención de aceites de oliva;2;UC0029_2;Conducir los procesos de extracción y realizar las operaciones de refinado y corrección de aceites de oliva
Industrias Alimentarias;INAK0109;Obtención de aceites de oliva;2;UC0029_2;Conducir los procesos de extracción y realizar las operaciones de refinado y corrección de aceites de oliva
Industrias Alimentarias;INAK0109;Obtención de aceites de oliva;2;UC0029_2;Conducir los procesos de extracción y realizar las operaciones de refinado y corrección de aceites de oliva
Industrias Alimentarias;INAK0109;Obtención de aceites de oliva;2;UC0030_2;Controlar el proceso de trasiego y almacenamiento de aceite de oliva en bodega
Industrias Alimentarias;INAK0209;Obtención de aceites de semillas y grasas;2;UC0552_2;Realizar y controlar las actividades de recepción, tratamiento, almacenamiento y preparación de semillas y materias primas de la industria del aceite
Industrias Alimentarias;INAK0209;Obtención de aceites de semillas y grasas;2;UC0553_2;Realizar y controlar las operaciones correspondientes en la línea de extracción de aceites de semillas
Industrias Alimentarias;INAK0209;Obtención de aceites de semillas y grasas;2;UC0553_2;Realizar y controlar las operaciones correspondientes en la línea de extracción de aceites de semillas
Industrias Alimentarias;INAK0209;Obtención de aceites de semillas y grasas;2;UC0554_2;Realizar y controlar las operaciones correspondientes en la línea de elaboración de grasas y margarinas
Industrias Alimentarias;INAK0209;Obtención de aceites de semillas y grasas;2;UC0555_2;Realizar y controlar las operaciones de envasado y embalaje de aceites de semillas y grasas
Industrias Alimentarias;INAV0109;Fabricación de conservas vegetales;2;UC0291_2;Recepcionar, controlar y valorar las materias primas y auxiliares que intervienen en  el proceso de producción de conservas vegetales y realizar el almacenamiento y la expedición de productos acabados
Industrias Alimentarias;INAV0109;Fabricación de conservas vegetales;2;UC0292_2;Preparar las materias primas para su posterior elaboración y tratamiento garantizando la calidad, higiene y seguridad necesarias
Industrias Alimentarias;INAV0109;Fabricación de conservas vegetales;2;UC0292_2;Preparar las materias primas para su posterior elaboración y tratamiento garantizando la calidad, higiene y seguridad necesarias
Industrias Alimentarias;INAV0109;Fabricación de conservas vegetales;2;UC0293_2;Realizar las operaciones de dosificación, llenado y cerrado de conservas vegetales, zumos y platos cocinados, comprobando se siguen los procedimientos y normas que aseguren la calidad requerida
Industrias Alimentarias;INAV0109;Fabricación de conservas vegetales;2;UC0294_2;Conducir la aplicación de los tratamientos finales de conservación siguiendo las especificaciones de calidad e higiene demandadas
Industrias Alimentarias;INAV0109;Fabricación de conservas vegetales;2;UC0294_2;Conducir la aplicación de los tratamientos finales de conservación siguiendo las especificaciones de calidad e higiene demandadas
Industrias Alimentarias;INA_C_001_5B;Gestión ambiental, de la calidad y la seguridad alimentaria en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0558_3;Cooperar en la implantación y desarrollo del plan de calidad y gestión ambiental en la industria alimentaria
Industrias Alimentarias;INA_C_001_5B;Gestión ambiental, de la calidad y la seguridad alimentaria en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0769_3;Aplicar la legislación de productos vitivinícolas y sus derivados y gestionar los libros registro
Industrias Alimentarias;INA_C_002_5B;Control de calidad en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0038_3;Controlar la producción de vino mediante análisis organolépticos, microbiológicos y físico-químicos
Industrias Alimentarias;INA_C_002_5B;Control de calidad en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0769_3;Aplicar la legislación de productos vitivinícolas y sus derivados y gestionar los libros registro
Industrias Alimentarias;INA_C_003_5B;Gestión de la producción en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0037_3;Supervisar la producción vitícola y programar los procesos de vinificación
Industrias Alimentarias;INA_C_003_5B;Gestión de la producción en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0039_3;Coordinar y supervisar los métodos de estabilización y crianza de vinos
Industrias Alimentarias;INA_C_003_5B;Gestión de la producción en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0040_3;Programar la puesta a punto de instalaciones y maquinaria vitivinícola
Industrias Alimentarias;INA_C_003_5B;Gestión de la producción en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0314_2;Controlar el proceso de envasado y acondicionamiento de bebidas
Industrias Alimentarias;INA_C_003_5B;Gestión de la producción en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0557_3;Programar y gestionar la producción en la industria alimentaria
Industrias Alimentarias;INA_C_003_5B;Gestión de la producción en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0768_3;Desarrollar los procesos y controlar la elaboración de destilados, mostos concentrados, vinagre y otros productos derivados
Industrias Alimentarias;INA_C_003_5B;Gestión de la producción en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0769_3;Aplicar la legislación de productos vitivinícolas y sus derivados y gestionar los libros registro
Industrias Alimentarias;INA_C_004_5B;Gestión logística y comercial en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0556_3;Gestionar los aprovisionamientos, el almacén y las expediciones en la industria alimentaria y realizar actividades de apoyo a la comercialización
Industrias Alimentarias;INA_C_004_5B;Gestión logística y comercial en la industria vitivinícola, de otras bebidas alcohólicas y del vinagre;3;UC0769_3;Aplicar la legislación de productos vitivinícolas y sus derivados y gestionar los libros registro
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0558_3;Cooperar en la implantación y desarrollo del plan de calidad y gestión ambiental en la industria alimentaria
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0559_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de conservas y jugos vegetales
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0561_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de conservas y jugos vegetales
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0562_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0564_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0565_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0567_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0571_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0573_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0765_3;Desarrollar los procesos y determinar los procedimientos operativos para el sacrificio, faenado y despiece de animales de abasto, así como para la elaboración de productos y preparados cárnicos
Industrias Alimentarias;INA_C_005_5B;Gestión ambiental, de la calidad y la seguridad alimentaria;3;UC0767_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos y preparados cárnicos
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0559_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de conservas y jugos vegetales
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0561_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de conservas y jugos vegetales
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0562_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0564_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0565_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0567_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0571_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0573_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0765_3;Desarrollar los procesos y determinar los procedimientos operativos para el sacrificio, faenado y despiece de animales de abasto, así como para la elaboración de productos y preparados cárnicos
Industrias Alimentarias;INA_C_006_5B;Control de calidad en la industria alimentaria;3;UC0767_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos y preparados cárnicos
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0557_3;Programar y gestionar la producción en la industria alimentaria
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0559_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de conservas y jugos vegetales
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0560_3;Controlar la fabricación de conservas y jugos vegetales y sus sistemas automáticos de producción.
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0561_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de conservas y jugos vegetales
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0562_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0563_3;Controlar la elaboración de derivados de cereales y de dulces y sus sistemas automáticos de producción
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0564_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0565_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0566_3;Controlar la elaboración de productos derivados de la pesca y de la acuicultura y sus sistemas automáticos de producción
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0567_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0571_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0572_3;Controlar la elaboración de leches de consumo y de productos lácteos y sus sistemas automáticos de producción
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0573_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0765_3;Desarrollar los procesos y determinar los procedimientos operativos para el sacrificio, faenado y despiece de animales de abasto, así como para la elaboración de productos y preparados cárnicos
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0766_3;Controlar la elaboración de productos y preparados cárnicos y sus sistemas automáticos de producción, así como el sacrificio, faenado y despiece de los animales
Industrias Alimentarias;INA_C_007_5B;Gestión de la producción en la industria alimentaria;3;UC0767_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos y preparados cárnicos
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0556_3;Gestionar los aprovisionamientos, el almacén y las expediciones en la industria alimentaria y realizar actividades de apoyo a la comercialización
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0557_3;Programar y gestionar la producción en la industria alimentaria
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0559_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de conservas y jugos vegetales
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0561_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de conservas y jugos vegetales
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0562_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0564_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de derivados de cereales y de dulces
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0565_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0567_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0571_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0573_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0765_3;Desarrollar los procesos y determinar los procedimientos operativos para el sacrificio, faenado y despiece de animales de abasto, así como para la elaboración de productos y preparados cárnicos
Industrias Alimentarias;INA_C_008_5B;Gestión logística y comercial en la industria alimentaria;3;UC0767_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos y preparados cárnicos
Industrias Alimentarias;INAE0110;Industrias lácteas;3;UC0556_3;GESTIONAR LOS APROVISIONAMIENTOS, EL ALMACÉN Y LAS EXPEDICIONES EN LA INDUSTRIA ALIMENTARIA Y REALIZAR ACTIVIDADES DE APOYO A LA COMERCIALIZACIÓN
Industrias Alimentarias;INAE0110;Industrias lácteas;3;UC0557_3;PROGRAMAR Y GESTIONAR LA PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAE0110;Industrias lácteas;3;UC0558_3;COOPERAR EN LA IMPLANTACIÓN Y DESARROLLO DEL PLAN DE CALIDAD Y GESTIÓN AMBIENTAL EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAE0110;Industrias lácteas;3;UC0571_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INAE0110;Industrias lácteas;3;UC0572_3;Controlar la elaboración de leches de consumo y de productos lácteos y sus sistemas automáticos de producción
Industrias Alimentarias;INAE0110;Industrias lácteas;3;UC0572_3;Controlar la elaboración de leches de consumo y de productos lácteos y sus sistemas automáticos de producción
Industrias Alimentarias;INAE0110;Industrias lácteas;3;UC0573_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de leches de consumo y de productos lácteos
Industrias Alimentarias;INAF0110;Industrias de derivados de cereales y de dulces;3;UC0556_3;GESTIONAR LOS APROVISIONAMIENTOS, EL ALMACÉN Y LAS EXPEDICIONES EN LA INDUSTRIA ALIMENTARIA Y REALIZAR ACTIVIDADES DE APOYO A LA COMERCIALIZACIÓN
Industrias Alimentarias;INAF0110;Industrias de derivados de cereales y de dulces;3;UC0557_3;PROGRAMAR Y GESTIONAR LA PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAF0110;Industrias de derivados de cereales y de dulces;3;UC0558_3;COOPERAR EN LA IMPLANTACIÓN Y DESARROLLO DEL PLAN DE CALIDAD Y GESTIÓN AMBIENTAL EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAF0110;Industrias de derivados de cereales y de dulces;3;UC0562_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de derivados de cereales y de dulces
Industrias Alimentarias;INAF0110;Industrias de derivados de cereales y de dulces;3;UC0563_3;Controlar la elaboración de derivados de cereales y de dulces y sus sistemas automáticos de producción
Industrias Alimentarias;INAF0110;Industrias de derivados de cereales y de dulces;3;UC0563_3;Controlar la elaboración de derivados de cereales y de dulces y sus sistemas automáticos de producción
Industrias Alimentarias;INAF0110;Industrias de derivados de cereales y de dulces;3;UC0564_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de derivados de cereales y de dulces
Industrias Alimentarias;INAH0110;Industrias derivadas de la uva y del vino;3;UC0314_2;CONTROLAR EL PROCESO DE ENVASADO Y ACONDICIONAMIENTO DE BEBIDAS
Industrias Alimentarias;INAH0110;Industrias derivadas de la uva y del vino;3;UC0556_3;GESTIONAR LOS APROVISIONAMIENTOS, EL ALMACÉN Y LAS EXPEDICIONES EN LA INDUSTRIA ALIMENTARIA Y REALIZAR ACTIVIDADES DE APOYO A LA COMERCIALIZACIÓN
Industrias Alimentarias;INAH0110;Industrias derivadas de la uva y del vino;3;UC0557_3;PROGRAMAR Y GESTIONAR LA PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAH0110;Industrias derivadas de la uva y del vino;3;UC0558_3;COOPERAR EN LA IMPLANTACIÓN Y DESARROLLO DEL PLAN DE CALIDAD Y GESTIÓN AMBIENTAL EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAH0110;Industrias derivadas de la uva y del vino;3;UC0768_3;Desarrollar los procesos y controlar la elaboración de destilados, mostos concentrados, vinagre y otros productos derivados
Industrias Alimentarias;INAH0110;Industrias derivadas de la uva y del vino;3;UC0768_3;Desarrollar los procesos y controlar la elaboración de destilados, mostos concentrados, vinagre y otros productos derivados
Industrias Alimentarias;INAH0110;Industrias derivadas de la uva y del vino;3;UC0769_3;Aplicar la legislación de productos vitivinícolas y sus derivados y gestionar los libros registro
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0037_3;Supervisar la producción vitícola y programar los procesos de vinificación
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0037_3;Supervisar la producción vitícola y programar los procesos de vinificación
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0037_3;Supervisar la producción vitícola y programar los procesos de vinificación
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0038_3;Controlar la producción de vino mediante análisis organolépticos, microbiológicos y físico-químicos
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0038_3;Controlar la producción de vino mediante análisis organolépticos, microbiológicos y físico-químicos
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0038_3;Controlar la producción de vino mediante análisis organolépticos, microbiológicos y físico-químicos
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0039_3;Coordinar y supervisar los métodos de estabilización y crianza de vinos
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0039_3;Coordinar y supervisar los métodos de estabilización y crianza de vinos
Industrias Alimentarias;INAH0209;Enotecnia;3;UC0040_3;Programar la puesta a punto de instalaciones y maquinaria vitivinícola
Industrias Alimentarias;INAI0109;Industrias cárnicas;3;UC0556_3;GESTIONAR LOS APROVISIONAMIENTOS, EL ALMACÉN Y LAS EXPEDICIONES EN LA INDUSTRIA ALIMENTARIA Y REALIZAR ACTIVIDADES DE APOYO A LA COMERCIALIZACIÓN
Industrias Alimentarias;INAI0109;Industrias cárnicas;3;UC0557_3;PROGRAMAR Y GESTIONAR LA PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAI0109;Industrias cárnicas;3;UC0558_3;COOPERAR EN LA IMPLANTACIÓN Y DESARROLLO DEL PLAN DE CALIDAD Y GESTIÓN AMBIENTAL EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAI0109;Industrias cárnicas;3;UC0765_3;Desarrollar los procesos y determinar los procedimientos operativos para el sacrificio, faenado y despiece de animales de abasto, así como para la elaboración de productos y preparados cárnicos
Industrias Alimentarias;INAI0109;Industrias cárnicas;3;UC0766_3;Controlar la elaboración de productos y preparados cárnicos y sus sistemas automáticos de producción, así como el sacrificio, faenado y despiece de los animales
Industrias Alimentarias;INAI0109;Industrias cárnicas;3;UC0766_3;Controlar la elaboración de productos y preparados cárnicos y sus sistemas automáticos de producción, así como el sacrificio, faenado y despiece de los animales
Industrias Alimentarias;INAI0109;Industrias cárnicas;3;UC0767_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos y preparados cárnicos
Industrias Alimentarias;INAJ0110;Industrias de productos de la pesca y de la acuicultura;3;UC0556_3;GESTIONAR LOS APROVISIONAMIENTOS, EL ALMACÉN Y LAS EXPEDICIONES EN LA INDUSTRIA ALIMENTARIA Y REALIZAR ACTIVIDADES DE APOYO A LA COMERCIALIZACIÓN
Industrias Alimentarias;INAJ0110;Industrias de productos de la pesca y de la acuicultura;3;UC0557_3;PROGRAMAR Y GESTIONAR LA PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAJ0110;Industrias de productos de la pesca y de la acuicultura;3;UC0558_3;COOPERAR EN LA IMPLANTACIÓN Y DESARROLLO DEL PLAN DE CALIDAD Y GESTIÓN AMBIENTAL EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAJ0110;Industrias de productos de la pesca y de la acuicultura;3;UC0565_3;Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INAJ0110;Industrias de productos de la pesca y de la acuicultura;3;UC0566_3;Controlar la elaboración de productos derivados de la pesca y de la acuicultura y sus sistemas automáticos de producción
Industrias Alimentarias;INAJ0110;Industrias de productos de la pesca y de la acuicultura;3;UC0566_3;Controlar la elaboración de productos derivados de la pesca y de la acuicultura y sus sistemas automáticos de producción
Industrias Alimentarias;INAJ0110;Industrias de productos de la pesca y de la acuicultura;3;UC0567_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos derivados de la pesca y de la acuicultura
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0556_3;GESTIONAR LOS APROVISIONAMIENTOS, EL ALMACÉN Y LAS EXPEDICIONES EN LA INDUSTRIA ALIMENTARIA Y REALIZAR ACTIVIDADES DE APOYO A LA COMERCIALIZACIÓN
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0557_3;PROGRAMAR Y GESTIONAR LA PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0558_3;COOPERAR EN LA IMPLANTACIÓN Y DESARROLLO DEL PLAN DE CALIDAD Y GESTIÓN AMBIENTAL EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0568_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de aceites de oliva, aceites de semillas y de grasas comestibles
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0569_3;Controlar la elaboración de aceite de oliva, de aceites de semillas y de grasas comestibles y sus sistemas automáticos de producción
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0569_3;Controlar la elaboración de aceite de oliva, de aceites de semillas y de grasas comestibles y sus sistemas automáticos de producción
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0570_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de aceite de oliva, de aceites de semillas y de grasas comestibles
Industrias Alimentarias;INAK0110;Industrias del aceite y grasas comestibles;3;UC0570_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de aceite de oliva, de aceites de semillas y de grasas comestibles
Industrias Alimentarias;INAV0110;Industrias de conservas y jugos vegetales;3;UC0556_3;GESTIONAR LOS APROVISIONAMIENTOS, EL ALMACÉN Y LAS EXPEDICIONES EN LA INDUSTRIA ALIMENTARIA Y REALIZAR ACTIVIDADES DE APOYO A LA COMERCIALIZACIÓN
Industrias Alimentarias;INAV0110;Industrias de conservas y jugos vegetales;3;UC0557_3;PROGRAMAR Y GESTIONAR LA PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAV0110;Industrias de conservas y jugos vegetales;3;UC0558_3;COOPERAR EN LA IMPLANTACIÓN Y DESARROLLO DEL PLAN DE CALIDAD Y GESTIÓN AMBIENTAL EN LA INDUSTRIA ALIMENTARIA
Industrias Alimentarias;INAV0110;Industrias de conservas y jugos vegetales;3;UC0559_3;Desarrollar los procesos y determinar los procedimientos operativos para la producción de conservas y jugos vegetales
Industrias Alimentarias;INAV0110;Industrias de conservas y jugos vegetales;3;UC0560_3;Controlar la fabricación de conservas y jugos vegetales y sus sistemas automáticos de producción.
Industrias Alimentarias;INAV0110;Industrias de conservas y jugos vegetales;3;UC0560_3;Controlar la fabricación de conservas y jugos vegetales y sus sistemas automáticos de producción.
Industrias Alimentarias;INAV0110;Industrias de conservas y jugos vegetales;3;UC0561_3;Aplicar técnicas de control analítico y sensorial del proceso de elaboración de conservas y jugos vegetales
Industrias Extractivas;IEXD0308;Operaciones auxiliares en plantas de elaboración de piedra natural y de tratamiento y beneficio de minerales y rocas;1;UC0432_1;MANIPULAR CARGAS CON CARRETILLAS ELEVADORAS
Industrias Extractivas;IEXD0308;Operaciones auxiliares en plantas de elaboración de piedra natural y de tratamiento y beneficio de minerales y rocas;1;UC0637_1;MANIPULAR CARGAS CON PUENTES-GRÚA Y POLIPASTOS
Industrias Extractivas;IEXD0308;Operaciones auxiliares en plantas de elaboración de piedra natural y de tratamiento y beneficio de minerales y rocas;1;UC0859_1;Manipular bloques, bolos y rachones de piedra natural
Industrias Extractivas;IEXD0308;Operaciones auxiliares en plantas de elaboración de piedra natural y de tratamiento y beneficio de minerales y rocas;1;UC0860_1;Manipular y acondicionar productos, consumibles y maquinaria en instalaciones de elaboración de la piedra natural y tratamiento y beneficio de minerales y rocas
Industrias Extractivas;IEXD0308;Operaciones auxiliares en plantas de elaboración de piedra natural y de tratamiento y beneficio de minerales y rocas;1;UC0860_1;Manipular y acondicionar productos, consumibles y maquinaria en instalaciones de elaboración de la piedra natural y tratamiento y beneficio de minerales y rocas
Industrias Extractivas;IEXM0109;Operaciones auxiliares en excavaciones subterráneas y a cielo abierto;1;UC0854_1;Realizar operaciones auxiliares en excavaciones y carga
Industrias Extractivas;IEXM0109;Operaciones auxiliares en excavaciones subterráneas y a cielo abierto;1;UC0855_1;Realizar operaciones auxiliares en voladuras
Industrias Extractivas;IEXM0109;Operaciones auxiliares en excavaciones subterráneas y a cielo abierto;1;UC0856_1;Realizar operaciones auxiliares en sostenimiento
Industrias Extractivas;IEXM0109;Operaciones auxiliares en excavaciones subterráneas y a cielo abierto;1;UC0857_1;Realizar operaciones auxiliares en transporte
